doi_origem,doi_referencia,titulo_referencia,ano_referencia,fontes,n_fontes
10.1109/tsc.2025.3631913,,Predictive and adaptive failure mitigation to avert production cloud $\lbrace${VM$\rbrace$} interruptions,2020,crossref,1
10.1109/tsc.2025.3631913,,Log clustering based problem identification for online service systems,2016,crossref,1
10.1109/tsc.2025.3631913,,Combining deep learning with information retrieval to localize buggy files for bug reports,2015,crossref,1
10.1109/tsc.2025.3631913,,MRCA: Metric-level root cause analysis for microservices via multi-modal data,2024,crossref,1
10.1109/tsc.2025.3631913,,Openrca: Can large language models locate the root cause of software failures?,2025,crossref,1
10.1109/tsc.2025.3631913,,Adtributor: Revenue debugging in advertising systems,2014,crossref,1
10.1109/tsc.2025.3631913,,Anomaly detection and fault localization an automated process for advertising systems,2018,crossref,1
10.1109/tsc.2025.3631913,,Poster: Benchmarking microservice systems for software engineering research,2018,crossref,1
10.1109/tsc.2025.3631913,,"Understanding, detecting and localizing partial failures in large system software",2020,crossref,1
10.1109/tsc.2025.3631913,,Survey on models and techniques for root-cause analysis,2017,crossref,1
10.1109/tsc.2025.3631913,,"A comprehensive survey on root cause analysis in (micro) services: Methodologies, challenges, and trends",2024,crossref,1
10.1007/s40747-025-02096-0,10.1109/mpae.2006.1687814,The anatomy of a power grid blackout - Root causes and dynamics of recent major blackouts,2006,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1109/hfpp.2007.4413199,Real-time root cause analysis for complex technical systems,2007,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1109/icdcs.2013.26,FChain: Toward Black-Box Online Fault Localization for Cloud Systems,2013,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1145/2939672.2939712,Anomaly Detection Using Program Control Flow Graph Mining From Execution Logs,2016,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1109/cloud.2017.64,LogSed: Anomaly Diagnosis through Mining Time-Weighted Control Flow Graph in Logs,2017,crossref;openalex,2
10.1007/s40747-025-02096-0,10.1109/tcyb.2018.2831447,Describing Video With Attention-Based Bidirectional LSTM,2018,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1109/issre.2018.00013,Robust and Rapid Adaption for Concept Drift in Software System Anomaly Detection,2018,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1109/tse.2018.2887384,"Fault Analysis and Debugging of Microservice Systems: Industrial Survey, Benchmark System, and Empirical Study",2018,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1109/ccgrid.2019.00038,Anomaly Detection and Classification using Distributed Tracing and Deep Learning,2019,crossref;openalex,2
10.1007/s40747-025-02096-0,10.1145/3368089.3417066,Graph-based trace analysis for microservice architecture understanding and problem diagnosis,2020,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1109/issre5003.2020.00014,Unsupervised Detection of Microservice Trace Anomalies through Service-Level Deep Bayesian Networks,2020,crossref;openalex,2
10.1007/s40747-025-02096-0,10.1016/j.epsr.2019.106107,Identifying the root cause of power system disturbances based on waveform templates,2020,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1109/icws49710.2020.00026,Root-Cause Metric Location for Microservice Systems via Log Anomaly Detection,2020,crossref;openalex,2
10.1007/s40747-025-02096-0,10.1109/noms47738.2020.9110353,MicroRCA: Root Cause Localization of Performance Issues in Microservices,2020,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1109/tnnls.2021.3099122,Conservative Novelty Synthesizing Network for Malware Recognition in an Open-Set Scenario,2021,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1109/icse-seip52600.2021.00043,MicroHECL: High-Efficient Root Cause Localization in Large-Scale Microservice Systems,2021,crossref;openalex,2
10.1007/s40747-025-02096-0,10.1145/3468264.3473919,Onion: identifying incident-indicating logs for cloud systems,2021,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1145/3459637.3481903,CloudRCA,2021,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1109/tmm.2022.3190678,GSMFlow: Generation Shifts Mitigating Flow for Generalized Zero-Shot Learning,2022,crossref;openalex,2
10.1007/s40747-025-02096-0,10.1109/icse48619.2023.00149,Recommending Root-Cause and Mitigation Steps for Cloud Incidents using Large Language Models,2023,crossref;openalex,2
10.1007/s40747-025-02096-0,10.1109/sp46215.2023.10179405,SoK: History is a Vast Early Warning System: Auditing the Provenance of System Intrusions,2023,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1145/3611643.3616249,Nezha: Interpretable Fine-Grained Root Causes Analysis for Microservices on Multi-modal Observability Data,2023,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1109/tsc.2023.3290018,Robust Failure Diagnosis of Microservice System Through Multimodal Data,2023,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.48550/arxiv.2305.15778,Empowering Practical Root Cause Analysis by Large Language Models for Cloud Incidents,2023,s2,1
10.1007/s40747-025-02096-0,10.1109/tdsc.2024.3363902,MicroFI: Non-Intrusive and Prioritized Request-Level Fault Injection for Microservice Applications,2024,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1145/3627703.3629553,Automatic Root Cause Analysis via Large Language Models for Cloud Incidents,2024,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1145/3664647.3681593,MM-Forecast: A Multimodal Approach to Temporal Event Forecasting with Large Language Models,2024,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.1145/3663529.3663841,Exploring LLM-Based Agents for Root Cause Analysis,2024,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.18653/v1/2024.findings-emnlp.268,Math-LLaVA: Bootstrapping Mathematical Reasoning for Multimodal Large Language Models,2024,crossref;openalex,2
10.1007/s40747-025-02096-0,10.1145/3627673.3680016,RCAgent: Cloud Root Cause Analysis by Autonomous Agents with Tool-Augmented Large Language Models,2024,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,10.18653/v1/2024.findings-emnlp.232,mABC: Multi-Agent Blockchain-inspired Collaboration for Root Cause Analysis in Micro-Services Architecture,2024,crossref;openalex,2
10.1007/s40747-025-02096-0,10.48550/arxiv.2406.17294,Math-LLaVA: Bootstrapping Mathematical Reasoning for Multimodal Large Language Models,2024,s2,1
10.1007/s40747-025-02096-0,10.48550/arxiv.2404.12135,mABC: multi-Agent Blockchain-Inspired Collaboration for root cause analysis in micro-services architecture,2024,s2,1
10.1007/s40747-025-02096-0,10.1145/3711896.3736555,A Survey of WebAgents: Towards Next-Generation AI Agents for Web Automation with Large Foundation Models,2025,crossref;openalex;s2,3
10.1007/s40747-025-02096-0,,"Gao Y, Xiong Y, Gao X, Jia K, Pan J, Bi Y, Dai Y, Sun J, Wang H (2023) Retrieval-augmented generation for large language models: a survey. arXiv preprint arXiv:2312.10997",,crossref,1
10.1007/s40747-025-02096-0,,"Grattafiori A, Dubey A, Jauhri A, Pandey A, Kadian A, Al-Dahle A, Letman A, Mathur A, Schelten A, Vaughan A et al (2024) The Llama 3 herd of models. arXiv preprint arXiv:2407.21783",,crossref,1
10.1007/s40747-025-02096-0,,"Liu A, Feng B, Xue B, Wang B, Wu B, Lu C, Zhao C, Deng C, Zhang C, Ruan C et al (2024) Deepseek-v3 technical report. arXiv preprint arXiv:2412.19437",,crossref,1
10.1007/s40747-025-02096-0,,Team Q (2024) Qwen2.5 technical report. arXiv preprint arXiv:2412.15115,,crossref,1
10.1007/s40747-025-02096-0,,"Wei J, Wang X, Schuurmans D, Bosma M, Xia F, Chi E, Le QV, Zhou D et al (2022) Chain-of-thought prompting elicits reasoning in large language models. Adv Neural Inf Process Syst 35:24824–24837",2022,crossref,1
10.1007/s40747-025-02096-0,,The Llama 3 Herd of Models,2024,s2,1
10.1007/s40747-025-02096-0,,Retrieval-Augmented Generation for Large Language Models: A Survey,2023,s2,1
10.1007/s40747-025-02096-0,,MicroHECL: high-efﬁcient root cause localization in large-scalemicroservicesystems,2021,s2,1
10.1007/s40747-025-02096-0,,Root-cause metriclocationformicroservicesystemsvialoganomalydetection,2020,s2,1
10.1007/s40747-025-02096-0,,Unsuperviseddetectionofmicroservicetraceanomaliesthroughservice-leveldeepBayesiannetworks,2020,s2,1
10.1007/s40747-025-02096-0,,Anomaly detection and classiﬁcation using distributed tracing and deep learning,2019,s2,1
10.1007/s40747-025-02096-0,,Logsed: anomaly diagnosisthroughminingtime-weightedcontrolﬂowgraphinlogs,2017,s2,1
10.1007/s40747-025-02096-0,,2023)Recommendingroot-causeandmitigationstepsforcloud incidentsusinglargelanguagemodels,,s2,1
10.1007/s40747-025-02096-0,,Team Q (2024) Qwen2.5 technical report,,s2,1
10.1007/s40747-025-02096-0,,(2022) GSMFlow: generation shifts mitigating ﬂow for generalized zero-shot learning,,s2,1
10.1007/s40747-025-02096-0,,(2022) Chain-of-thought prompting elicits reasoning in large language models,,s2,1
10.1109/access.2025.3602681,10.1016/j.cose.2022.102723,Cross-domain alert correlation methodology for industrial control systems,2022,crossref;openalex;opencitations,3
10.1109/access.2025.3602681,10.1145/3510003.3510155,Log-based anomaly detection with deep learning,2022,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1109/qrs57517.2022.00039,LogGD: Detecting Anomalies from System Logs with Graph Neural Networks,2022,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1016/j.mlwa.2023.100470,Deep learning for anomaly detection in log data: A survey,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.3390/electronics12204261,Phishing Email Detection Model Using Deep Learning,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1109/icassp49357.2023.10095719,A Large-Scale Pretrained Deep Model for Phishing URL Detection,2023,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.48550/arxiv.2301.13581,Machine Learning and Port Scans: A Systematic Review,2023,s2,1
10.1109/access.2025.3602681,10.1109/bigdata62323.2024.10825018,Next-Generation Phishing: How LLM Agents Empower Cyber Attackers,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.3390/electronics13234718,Using Generative AI Models to Support Cybersecurity Analysts,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1109/access.2024.3483905,ChatPhishDetector: Detecting Phishing Sites Using Large Language Models,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1109/mnet.2024.3510936,"Large Language Models for Networking: Workflow, Advances, and Challenges",2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1186/s42400-023-00199-0,A multi-agent adaptive deep learning framework for online intrusion detection,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1016/j.eswa.2024.125509,Evaluation of LLM-based chatbots for OSINT-based Cyber Threat Awareness,2024,crossref;openalex;opencitations,3
10.1109/access.2025.3602681,10.3390/s24216878,CIPHER: Cybersecurity Intelligent Penetration-Testing Helper for Ethical Researcher,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1109/access.2024.3505983,Application of Large Language Models in Cybersecurity: A Systematic Literature Review,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1016/j.cose.2024.104016,A survey of large language models for cyber threat detection,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.3390/s24072077,Advancing Phishing Email Detection: A Comparative Study of Deep Learning Models,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1145/3639478.3643108,LogPrompt: Prompt Engineering Towards Zero-Shot and Interpretable Log Analysis,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.3390/make6010018,Prompt Engineering or Fine-Tuning? A Case Study on Phishing Detection with Large Language Models,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.22399/ijcesen.469,A Comprehensive Review of Large Language Models in Cyber Security.,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1016/j.hcc.2024.100211,"A survey on large language model (LLM) security and privacy: The Good, The Bad, and The Ugly",2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1109/access.2024.3468914,Applications of LLMs for Generating Cyber Security Exercise Scenarios,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1109/icecet61485.2024.10698605,An Extended Review: LLM Prompt Engineering in Cyber Defense,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1063/5.0227627,Security posture detection using LLM,2024,crossref;openalex;opencitations,3
10.1109/access.2025.3602681,10.1007/s11416-024-00529-x,Next gen cybersecurity paradigm towards artificial general intelligence: Russian market challenges and future global technological trends,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.3390/electronics13244965,A comprehensive survey on generative AI solutions in IoT security,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1109/access.2024.3439363,Enhancing autonomous system security and resilience with generative AI: A comprehensive survey,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1007/s10922-024-09831-x,"Benchmarking Large Language Models for Log Analysis, Security, and Interpretation",2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.47392/irjaeh.2024.0041,A Comprehensive Study on CIC-IDS2017 Dataset for Intrusion Detection Systems,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.36948/ijfmr.2024.v06i06.31692,ForenSift: Gen-AI powered integrated Digital Forensics and Incident Response platform using LangChain Framework,2024,s2,1
10.1109/access.2025.3602681,10.3390/computation13020030,From Vulnerability to Defense: The Role of Large Language Models in Enhancing Cybersecurity,2025,crossref;openalex;opencitations,3
10.1109/access.2025.3602681,10.24251/hicss.2025.194,Zero-shot comparison of large language models (LLMs) reasoning abilities on long-text analogies,2025,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1109/isdfs65363.2025.11012055,AutoBnB: Multi-Agent Incident Response with Large Language Models,2025,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.3390/smartcities8010019,LLM Agents for Smart City Management: Enhancing Decision Support Through Multi-Agent AI Systems,2025,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1109/icmcsi64620.2025.10883511,Automated AI Tool for Log File Analysis,2025,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.1186/s42400-025-00361-w,When LLMs meet cybersecurity: a systematic literature review,2025,crossref;openalex;opencitations;s2,4
10.1109/access.2025.3602681,10.3390/info16050365,Toward robust security orchestration and automated response in SOCs,2025,crossref;openalex;opencitations,3
10.1109/access.2025.3602681,10.3390/s25061666,"Generative AI and LLMs for Critical Infrastructure Protection: Evaluation Benchmarks, Agentic AI, Challenges, and Opportunities",2025,crossref;openalex;opencitations,3
